observer,scene,condition_1,condition_2,selection
observer28,RushPixar,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer28,PorscheCloseUp,L_3840x2160_bright_near,H_1920x1080_bright_near,1
observer28,SolLevante_p2,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer28,NightStreet,L_1920x1080_bright_near,M_1280x720_bright_near,1
observer28,Bistro,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer28,RocketLeague,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer28,NightStreet,M_1280x720_bright_near,L_1280x720_bright_near,1
observer28,Bonfire,H_1920x1080_bright_near,H_1280x720_bright_near,0
observer28,PUBG_p2,L_3840x2160_bright_near,L_1920x1080_bright_near,0
observer28,Bistro,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer28,PorscheCloseUp,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer28,PorscheCloseUp,M_1920x1080_bright_near,L_1280x720_bright_near,1
observer28,CourtYard,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer28,NightStreet,M_3840x2160_bright_near,M_1920x1080_bright_near,0
observer28,RocketLeague,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer28,PUBG_p2,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer28,NightStreet,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer28,SolLevante_p1,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer28,FishingCloseshot,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer28,SmithHammering,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer28,TrafficLight,M_1280x720_bright_near,L_1280x720_bright_near,1
observer28,RushPixar,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,SolLevante_p2,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer9,CourtYard,L_1920x1080_bright_near,M_1280x720_bright_near,1
observer9,RushPixar,H_3840x2160_bright_near,L_1920x1080_bright_near,1
observer9,GearsOfWar4,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer9,Bonfire,M_1280x720_bright_near,L_1280x720_bright_near,1
observer9,SolLevante_p1,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer9,NightStreet,M_3840x2160_bright_near,L_1280x720_bright_near,1
observer9,Showgirl01,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer9,PorscheCloseUp,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer9,Bonfire,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,GearsOfWar4,M_3840x2160_bright_near,H_1920x1080_bright_near,0
observer9,NightStreet,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,ShadowOfTheTombRaider,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer9,Bistro,H_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,RocketLeague,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer9,NightStreet,M_3840x2160_bright_near,L_1920x1080_bright_near,1
observer9,SolLevante_p2,H_3840x2160_bright_near,M_1280x720_bright_near,1
observer9,ShadowOfTheTombRaider,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer9,TrafficLight,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer9,NightStreet,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer9,PUBG_p2,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,TrafficLight,H_3840x2160_bright_near,M_3840x2160_bright_near,0
observer9,Showgirl01,H_1280x720_bright_near,L_1280x720_bright_near,1
observer9,CourtYard,M_3840x2160_bright_near,L_1920x1080_bright_near,1
observer9,GearsOfWar4,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,RocketLeague,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer9,SolLevante_p1,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer9,TrafficLight,H_3840x2160_bright_near,L_1920x1080_bright_near,1
observer9,RocketLeague,M_1280x720_bright_near,L_1280x720_bright_near,1
observer9,ShadowOfTheTombRaider,H_3840x2160_bright_near,L_3840x2160_bright_near,1
observer9,PorscheCloseUp,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer9,RushPixar,M_3840x2160_bright_near,L_1280x720_bright_near,1
observer9,CourtYard,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer9,NightStreet,H_3840x2160_bright_near,H_1920x1080_bright_near,1
observer9,GearsOfWar4,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer9,PUBG_p2,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer9,PUBG_p2,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,CourtYard,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,CourtYard,H_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,Showgirl01,H_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,TrafficLight,M_1280x720_bright_near,L_1280x720_bright_near,1
observer9,SolLevante_p2,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer9,SolLevante_p2,H_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,GearsOfWar4,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer9,RocketLeague,M_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,FishingCloseshot,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer9,RushPixar,M_3840x2160_bright_near,L_1920x1080_bright_near,1
observer9,SolLevante_p2,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer9,ShadowOfTheTombRaider,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer9,Bistro,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer9,Bonfire,M_3840x2160_bright_near,L_1280x720_bright_near,1
observer9,SolLevante_p1,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer9,PUBG_p2,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer9,PorscheCloseUp,H_3840x2160_bright_near,H_1920x1080_bright_near,0
observer9,SolLevante_p2,M_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,ShadowOfTheTombRaider,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,RushPixar,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,RocketLeague,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,Bistro,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer9,ShadowOfTheTombRaider,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer9,GearsOfWar4,L_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,Bonfire,H_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,SmithHammering,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,RushPixar,M_1280x720_bright_near,L_1280x720_bright_near,1
observer9,Bonfire,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer9,RocketLeague,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer9,PUBG_p2,H_3840x2160_bright_near,M_1280x720_bright_near,1
observer9,Bonfire,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer9,FishingCloseshot,H_1280x720_bright_near,M_1280x720_bright_near,1
observer9,SmithHammering,H_1280x720_bright_near,M_1280x720_bright_near,1
observer9,CourtYard,H_3840x2160_bright_near,L_3840x2160_bright_near,1
observer9,PUBG_p2,H_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,Bistro,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer9,CourtYard,H_3840x2160_bright_near,L_1920x1080_bright_near,1
observer9,Bonfire,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer9,FishingCloseshot,H_1280x720_bright_near,L_1280x720_bright_near,1
observer9,PUBG_p2,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,Bistro,M_1280x720_bright_near,L_1280x720_bright_near,1
observer9,SolLevante_p1,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer9,PorscheCloseUp,M_3840x2160_bright_near,L_1280x720_bright_near,1
observer9,RushPixar,H_3840x2160_bright_near,L_3840x2160_bright_near,1
observer9,RushPixar,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer9,SmithHammering,H_1280x720_bright_near,L_1280x720_bright_near,1
observer9,TrafficLight,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,RocketLeague,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer9,PorscheCloseUp,H_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,NightStreet,H_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,NightStreet,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,SolLevante_p1,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer9,FishingCloseshot,M_1920x1080_bright_near,H_1280x720_bright_near,1
observer9,PorscheCloseUp,H_1280x720_bright_near,M_1280x720_bright_near,1
observer9,CourtYard,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer9,TrafficLight,L_3840x2160_bright_near,M_1920x1080_bright_near,1
observer9,SmithHammering,M_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,Showgirl01,H_1280x720_bright_near,M_1280x720_bright_near,1
observer9,GearsOfWar4,H_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,NightStreet,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer9,PUBG_p2,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,SolLevante_p1,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer9,RushPixar,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer9,PorscheCloseUp,H_1280x720_bright_near,L_1280x720_bright_near,1
observer9,SolLevante_p2,M_1280x720_bright_near,L_1280x720_bright_near,1
observer9,RocketLeague,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,SolLevante_p1,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer9,FishingCloseshot,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer9,TrafficLight,H_3840x2160_bright_near,M_1280x720_bright_near,1
observer9,Bonfire,H_1920x1080_bright_near,L_1280x720_bright_near,1
observer9,SolLevante_p1,H_3840x2160_bright_near,L_3840x2160_bright_near,1
observer9,GearsOfWar4,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer9,Showgirl01,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer9,SolLevante_p2,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer9,SmithHammering,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer9,ShadowOfTheTombRaider,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer9,TrafficLight,H_3840x2160_bright_near,H_1920x1080_bright_near,0
observer9,PorscheCloseUp,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer9,ShadowOfTheTombRaider,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer25,Showgirl01,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer25,TrafficLight,M_3840x2160_bright_near,H_1920x1080_bright_near,0
observer25,GearsOfWar4,M_3840x2160_bright_near,L_1920x1080_bright_near,1
observer25,FishingCloseshot,M_1920x1080_bright_near,M_1280x720_bright_near,0
observer25,ShadowOfTheTombRaider,L_3840x2160_bright_near,M_1920x1080_bright_near,1
observer25,SolLevante_p2,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer25,GearsOfWar4,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer25,GearsOfWar4,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer25,TrafficLight,H_3840x2160_bright_near,L_3840x2160_bright_near,1
observer25,RushPixar,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer25,CourtYard,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer25,PUBG_p2,M_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,Showgirl01,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer25,SolLevante_p1,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer25,TrafficLight,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer25,Bistro,H_1280x720_bright_near,M_1280x720_bright_near,1
observer25,NightStreet,H_1280x720_bright_near,M_1280x720_bright_near,0
observer25,NightStreet,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer25,Bonfire,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer25,FishingCloseshot,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer25,PUBG_p2,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer25,PUBG_p2,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer25,Bonfire,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer25,ShadowOfTheTombRaider,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer25,Showgirl01,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,TrafficLight,M_3840x2160_bright_near,L_3840x2160_bright_near,0
observer25,RocketLeague,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer25,PUBG_p2,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer25,RushPixar,L_3840x2160_bright_near,L_1920x1080_bright_near,0
observer25,TrafficLight,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer25,NightStreet,L_3840x2160_bright_near,H_1280x720_bright_near,1
observer25,RocketLeague,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer25,Bistro,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer25,TrafficLight,L_3840x2160_bright_near,M_1920x1080_bright_near,1
observer25,PorscheCloseUp,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer25,PorscheCloseUp,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,PUBG_p2,L_3840x2160_bright_near,M_1280x720_bright_near,0
observer25,NightStreet,L_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,PorscheCloseUp,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer25,Showgirl01,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer25,SmithHammering,M_1280x720_bright_near,L_1280x720_bright_near,1
observer25,Bonfire,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer25,SolLevante_p1,H_1280x720_bright_near,M_1280x720_bright_near,0
observer25,TrafficLight,M_1920x1080_bright_near,L_1280x720_bright_near,1
observer25,SolLevante_p1,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer25,SolLevante_p2,M_3840x2160_bright_near,H_1280x720_bright_near,0
observer25,RocketLeague,H_3840x2160_bright_near,H_1920x1080_bright_near,0
observer25,PUBG_p2,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer25,NightStreet,H_1280x720_bright_near,L_1280x720_bright_near,1
observer25,NightStreet,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer25,GearsOfWar4,H_1280x720_bright_near,L_1280x720_bright_near,1
observer25,ShadowOfTheTombRaider,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer25,SolLevante_p2,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer25,Bonfire,L_3840x2160_bright_near,M_1280x720_bright_near,0
observer25,RocketLeague,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer25,FishingCloseshot,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer25,CourtYard,H_3840x2160_bright_near,H_1920x1080_bright_near,0
observer25,PorscheCloseUp,H_3840x2160_bright_near,M_3840x2160_bright_near,0
observer25,RushPixar,L_3840x2160_bright_near,M_1280x720_bright_near,0
observer25,RushPixar,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer25,ShadowOfTheTombRaider,M_1920x1080_bright_near,L_1280x720_bright_near,1
observer25,SmithHammering,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer25,SolLevante_p1,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer25,SmithHammering,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,RocketLeague,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer25,GearsOfWar4,H_3840x2160_bright_near,L_3840x2160_bright_near,1
observer25,GearsOfWar4,H_1920x1080_bright_near,M_1920x1080_bright_near,0
observer25,TrafficLight,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,ShadowOfTheTombRaider,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer25,NightStreet,M_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,PUBG_p2,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer25,Bistro,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer25,FishingCloseshot,M_1280x720_bright_near,L_1280x720_bright_near,1
observer25,SolLevante_p1,H_3840x2160_bright_near,M_1280x720_bright_near,1
observer25,Bonfire,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer25,RocketLeague,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer25,Bistro,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer25,PorscheCloseUp,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer25,SolLevante_p2,L_3840x2160_bright_near,H_1280x720_bright_near,0
observer25,CourtYard,M_1920x1080_bright_near,L_1920x1080_bright_near,0
observer25,PorscheCloseUp,M_1280x720_bright_near,L_1280x720_bright_near,1
observer25,CourtYard,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer25,SolLevante_p2,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer25,SolLevante_p1,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer25,NightStreet,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer25,Showgirl01,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer25,Showgirl01,M_1280x720_bright_near,L_1280x720_bright_near,1
observer25,Bonfire,H_3840x2160_bright_near,H_1280x720_bright_near,0
observer25,CourtYard,H_1280x720_bright_near,M_1280x720_bright_near,1
observer25,RushPixar,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer25,RushPixar,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer25,PUBG_p2,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer25,SolLevante_p2,M_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,SolLevante_p1,H_1920x1080_bright_near,M_1920x1080_bright_near,0
observer25,CourtYard,M_3840x2160_bright_near,M_1920x1080_bright_near,0
observer25,RocketLeague,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer25,Bonfire,M_3840x2160_bright_near,H_1280x720_bright_near,0
observer25,SolLevante_p2,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer25,PorscheCloseUp,H_3840x2160_bright_near,L_1280x720_bright_near,1
observer25,PorscheCloseUp,M_3840x2160_bright_near,H_1920x1080_bright_near,0
observer25,CourtYard,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer25,RocketLeague,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer25,SmithHammering,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer25,FishingCloseshot,M_1920x1080_bright_near,L_1280x720_bright_near,1
observer25,GearsOfWar4,H_1280x720_bright_near,M_1280x720_bright_near,1
observer25,ShadowOfTheTombRaider,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer25,GearsOfWar4,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer25,SolLevante_p2,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer25,SolLevante_p1,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer25,GearsOfWar4,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer25,Bonfire,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer25,Bistro,M_1920x1080_bright_near,L_1280x720_bright_near,1
observer25,TrafficLight,L_3840x2160_bright_near,H_1280x720_bright_near,0
observer25,ShadowOfTheTombRaider,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer25,FishingCloseshot,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer25,CourtYard,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer25,SmithHammering,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer25,RushPixar,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer25,ShadowOfTheTombRaider,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer25,RushPixar,H_3840x2160_bright_near,H_1920x1080_bright_near,1
observer7,GearsOfWar4,L_3840x2160_bright_near,H_1280x720_bright_near,1
observer7,SolLevante_p1,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer7,Bonfire,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer7,Bonfire,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer7,RocketLeague,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer7,SmithHammering,M_1920x1080_bright_near,H_1280x720_bright_near,0
